textOriginal,textPreprocessed,class
"	As a valued customer, I am pleased to advise you that following recent review of your Mob No. you are awarded with a £1500 Bonus Prize, call 09066368470",". , , follow call award £ value customer prize bonus mob pleased advise recent review 1500",1
"Sir, Waiting for your mail.",". sir , wait mail",0
"My supervisor find 4 me one lor i thk his students. I havent ask her yet. Tell u aft i ask her.",". . . 4 u lor thk tell find aft ask ask yet havent student",0
"My superior telling that friday is leave for all other department except ours:)so it will be leave for you:)any way call waheed fathima hr and conform it:)",":) :) :) tell call way leave leave friday except hr",0
"Better. Made up for Friday and stuffed myself like a pig yesterday. Now I feel bleh. But at least its not writhing pain kind of bleh.",". . . . up like good feel yesterday pain stuff least make friday kind myself pig",0
"Well, I meant as opposed to my drunken night of before",", well night mean",0
"Sounds great! Are you home now?","? home great ! sound",0
"Quite ok but a bit ex... U better go eat smth now else i'll feel guilty...","u quite ok go ... ... good eat feel smth bit else ex",0
"Congrats! Nokia 3650 video camera phone is your Call 09066382422 Calls cost 150ppm Ave call 3mins vary from mobiles 16+ Close 300603 post BCM4284 Ldn WC1N3XX","+ ! call call phone ave post 16 mobile video ldn camera 150ppm nokia cost congrats close vary calls 3mins",1
"I'll reach in ard 20 mins ok...","ok ... 20 min reach ard",0
"K.then any other special?","? . k special",0
"No we sell it all so we'll have tons if coins. Then sell our coins to someone thru paypal. Voila! Money back in life pockets:)",". . back :) ! someone life sell sell coin coin money thru",0
"No wonder... Cos i dun rem seeing a silver car... But i thk i saw a black one...","thk ... ... ... dun cos wonder car silver see see black rem",0
"I take it the post has come then! You must have 1000s of texts now! Happy reading. My one from wiv hello caroline at the end is my favourite. Bless him",". . come ! ! text hello take end post 1000 happy reading bless wiv",0
"Reason is if the team budget is available at last they buy the unsold players for at base rate..",".. buy reason rate last team available player budget unsold",0
"	Reminder: You have not downloaded the content you have already paid for. Goto http://doit. mymoby. tv/ to collect your content.",". . . . already / : download collect pay tv content content reminder goto",1
"Designation is software developer and may be she get chennai:)","get :) chennai",0
"I know you mood off today","know today off mood",0
"Oh, then your phone phoned me but it disconnected",", oh phone",0
"Aft i finish my lunch then i go str down lor. Ard 3 smth lor. U finish ur lunch already?","? . . 3 u lor lor already go ur aft smth finish finish down lunch lunch ard str",0
"Dude. What's up. How Teresa. Hope you have been okay. When i didnt hear from these people, i called them and they had received the package since dec  &lt;#&gt; . Just thot you'ld like to know. Do have a fantastic year and all the best with your reading. Plus if you can really really Bam first aid for Usmle, then your work is done.",". . . . . . . . up , , dude know hope like year hear call plus well just receive & & ; ; work lt # gt really really first okay fantastic package people reading",0
"FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 8007 Get txting and tell ur mates www.getzed.co.uk","4 free get ur ur week week tell ! 1st every txt just tone mate mob 8007 nokia nokia www.getzed.co.uk no1 txting",1
"K I'll be there before 4.",". 4 k",0
"Tired. I haven't slept well the past few nights.",". . well sleep have n't night few past tire",0
"Friends that u can stay on fb chat with","u stay chat fb friends",0
"If we win its really no 1 side for long time.","1 . time win really long side",0
"Hey company elama po mudyadhu.",". hey company po",0
"Sry da..jst nw only i came to home..",".. .. come home da nw jst",0
"You have WON a guaranteed £1000 cash or a £2000 prize. To claim yr prize call our customer service representative on 08714712412 between 10am-7pm Cost 10p",". call £ £ guarantee won customer prize prize claim service 1000 10p yr 2000 representative cash 10am-7pm cost",1
"Yup having my lunch buffet now.. U eat already?","? .. u already eat yup lunch",0
"Sent me ur email id soon�.I will sent that�",". � � send send email ur id soon",0
"Ya very nice. . .be ready on thursday","... ready ya nice thursday",0
"Why didn't u call on your lunch?","? u call why lunch",0
"Pete can you please ring meive hardly gotany credit","please credit ring pete",0
"K k :-):-) then watch some films.",". :-) :-) k k watch film",0
"Fancy a shag? I do.Interested? sextextuk.com txt XXUK SUZY to 69876. Txts cost 1.50 per msg. TnCs on website. X","? ? . . . . txt x per msg 1.50 tncs interested fancy website txts cost",1
"I'm job profile seems like bpo..",".. like job seem",0
"Anything is valuable in only 2 situations: First- Before getting it... Second- After loosing it...","2 get ... ... anything : - - second situation first",0
"The evo. I just had to download flash. Jealous?","? . . download just flash",0
"Hey pple...$700 or $900 for 5 nights...Excellent location wif breakfast hamper!!!","5 wif ... ... ! ! ! hey $ $ night 900 pple location excellent",0
"Looks like u wil b getting a headstart im leaving here bout 2.30ish but if u r desperate for my company I could head in earlier-we were goin to meet in rummer.",". u u get bout like look r goin leave meet b company head wil",0
"All sounds good. Fingers . Makes it difficult to type",". . good difficult type sound finger",0
"Its a great day. Do have yourself a beautiful one.",". . great day beautiful yourself",0
"Lol ok ill try to send. Be warned Sprint is dead slow. You'll prolly get it tomorrow",". . send get ok ill tomorrow try dead lol slow",0
"Hi. Happy New Year. I dont mean to intrude but can you pls let me know how much tuition you paid last semester and how much this semester is. Thanks",". . . pls know year new let mean last happy hi thanks pay tuition semester semester",0
"How would my ip address test that considering my computer isn't a minecraft server","computer consider address test",0
"Hi its in durban are you still on this number","still number hi",0
"Haven't found a way to get another app for your phone, eh ? Will you go to the net cafe ? Did you take that job? Geeee I need you babe. I crave to see you ...","? ? ? . , another get go ... take phone find app have n't way need babe job eh crave net geeee cafe",0
"Draw va?i dont think so:)","? :) think draw",0
"Your opinion about me? 1. Over 2. Jada 3. Kusruthi 4. Lovable 5. Silent 6. Spl character 7. Not matured 8. Stylish 9. Simple","opinion ? 1 . . . . . . . . . 2 3 4 lovable 5 silent 6 character 7 8 stylish 9 simple",0
"Give her something to drink, if she takes it and doesn't vomit then you her temp might drop. If she unmits however let me know.",". . , know take may let give vomit something drop drink",0
"I've got  &lt;#&gt; , any way I could pick up?","? up , get pick way & & ; ; lt # gt",0
"Yes..gauti and sehwag out of odi series.",". .. yes series",0
"Probably gonna be here for a while, see you later tonight &lt;)",", late go & lt to tonight probably ;)",0
"I.ll post her out l8r. In class",". . ll class post l8r",0
"Ugh y can't u just apologize, admit u were wrong and ask me to take u back?","? u u u , back take just ask wrong y ugh",0
"Dear Customer,U've been selected to stay in F1VE STAR hotels - FOR T0DAY'S DRAW! Holiday valued at INR 5,00,000.Dial 7679046492 to claim",". u , stay 's ! - value customer select claim holiday dear dial draw 've inr 5,00,000 hotel 7679046492 f1ve star t0day",1
"U've been selected to stay in 1 of 250 top British hotels - FOR NOTHING! Holiday valued at £350! Dial 08712300220 to claim - National Rate Call. Bx526, SW73SS","1 . u , stay ! ! call £ - - value 350 select 08712300220 claim rate top holiday national 250 dial nothing 've hotel",1
"Minimal documentation,  Quick approval,  Low rates. Home Loan @9.25%.Loan Against Properties@11.5%. Call on 011-43065228 visit www.mymoneymantra.com.T$C apply.",". . . . . , , home call apply % % rate $ quick c 25 visit loan loan against low",1
"Let Ur Heart Be Ur Compass Ur Mind Ur Map Ur Soul Ur Guide And U Will Never loose in world....gnun - Sent via WAY2SMS.COM","u send ur ur ur ur ur ur mind - let never heart world .... via guide",0
"You are a great role model. You are giving so much and i really wish each day for a miracle but God as a reason for everything and i must say i wish i knew why but i dont. I've looked up to you since i was young and i still do. Have a great day.",". . . . up great great know still look reason say day day why give really wish wish god everything model miracle role",0
"To cancel this order you should visit http/aetacms.com/.cas/auo.html/redirect-aopis.it�to review your details. if you need additional help, contact Apple Support.",". . � , order / help apple need cancel contact detail visit support http review",1
"Awesome, text me when you're restocked",", text awesome",0
"Congratulations! Thanks to a good friend U have WON the £2,000 Xmas prize. 2 claim is easy, just call 08718726971 NOW! Only 10p per minute. BT-national-rate.",". . . 2 u , good ! ! call friend £ won prize easy just claim per 10p bt-national-rate congratulation thanks minute xmas 2,000",1
"I not free today i haf 2 pick my parents up tonite...","2 up free pick ... today haf parent tonite",0
"Ya but it cant display internal subs so i gotta extract them","get ya to sub",0
"Sorry, I'll call later..I am in a meeting",".. , sorry late call meeting",0
"Lil fever:) now fine:)",":) :) fine fever",0
"Oh sorry please its over","please sorry oh",0
"Actually getting ready to leave the house.",". get actually leave ready house",0
"GOV.UK ALERT CORONAVIRUS It has come to our attention that you have been out of the house more than once. Due to this irresponsible behaviour, we are issuing you a formal warning and �250 fine. If this continues, the fine could increase to a maximum of �5000 and/or an arrest. Payment will be taken automatically out of your account. Call 0800345 9999 for any enquiries or to appeal.",". . . . . come � � , , payment alert call / take due fine fine 250 account house once continue 5000 issue arrest",1
"I will come with karnan car. Please wait till 6pm will directly goto doctor.",". . come please car wait till doctor goto directly",0
"Nationwide has noticed your debit card was recently used on 23-05-2012 11:04:43, at APPLE ONLINE STORE for 1920.00 GBP If not you please urgently call fraud prevention on 03303800233 or Intl +443303800231. Do not reply by SMS http://www.nationwide.co.uk/",". reply online , please + call store apple sms card fraud notice recently gbp nationwide debit urgently 443303800231",1
"Wanna have a laugh? Try CHIT-CHAT on your mobile now! Logon by txting the word: CHAT and send it to No: 8883 CM PO Box 4217 London W1A 6ZF 16+ 118p/msg rcvd","? send + ! / : : msg try 16 mobile want to rcvd chat laugh word po box txting london",1
"hiya hows it going in sunny africa? hope u r avin a good time. give that big old silver back a big kiss from me.","? . . u back hope go r good time silver give old big big kiss hiya sunny",0
"Send me the new number","send new number",0
"Well, i'm gonna finish my bath now. Have a good...fine night.",". . , go ... good well night fine to finish bath",0
"Ok which your another number","another ok number",0
"Sorry, I'll call later ..In meeting.",". .. , sorry late call meeting",0
"Some of them told accenture is not confirm. Is it true.",". . tell confirm true",0
"I love to wine and dine my lady!","! lady love wine",0
"will you like to be spoiled? :)","? like :) spoil",0
"Near kalainar tv office.thenampet",". office near tv",0
"	Dear Voucher Holder, To claim this weeks offer, at your PC please go to http://www.wtlp.co.uk/text. Ts&Cs apply.",". . , , please go week apply offer claim & dear voucher holder pc ts cs",1
"Alright, we're all set here, text the man",", , man text set alright",0
"Oh unintentionally not bad timing. Great. Fingers  the trains play along! Will give fifteen min warning.",". . . great ! oh bad give min play finger fifteen train timing",0
"Hi if ur lookin 4 saucy daytime fun wiv busty married woman Am free all next week Chat now 2 sort time 09099726429 JANINExx Calls£1/minMobsmoreLKPOBOX177HP51FL","1 2 4 free fun ur week time / £ next chat woman hi sort lookin calls marry wiv",1
"No prob. I will send to your email.",". . send email prob",0
"For fear of fainting with the of all that housework you just did? Quick have a cuppa","? just quick",0
"Nothing but we jus tot u would ask cos u ba gua... But we went mt faber yest... Yest jus went out already mah so today not going out... Jus call lor...","u u lor co already go go go ... ... ... ... call today ask tot mah jus jus jus nothing yest yest mt",0
"Had your contract mobile 11 Mnths? Latest Motorola, Nokia etc. all FREE! TEXT YES for callback, no to remove from records","? . free , , late yes ! text etc contract mobile record nokia motorola 11 remove",1
"Dear customer your PAY2TMKYC has been expired, It�s will be bl0cked within 24 hour, please contact customer! Care ph� 7044518857 immediately to verify","� � , , please ! customer customer expire hour immediately contact dear care 24 s 7044518857 verify ph bl0cked pay2tmkyc",1
"Yes princess! I want to catch you with my big strong hands...","... yes ! princess big hand catch strong",0
"Aiyah then i wait lor. Then u entertain me. Hee...",". . u lor ... wait aiyah hee",0
"Can you plz tell me the answer. Reeta sent via fullonsms.com",". send tell plz answer fullonsms.com via",0
"Lets use it next week, princess :)",", :) week next princess",0
"goldviking (29/M) is inviting you to be his friend. Reply YES-762 or NO-762 See him: www.SMS.ac/u/goldviking STOP? Send STOP FRND to 62468","? . reply send stop stop ( ) / invite friend : frnd 62468 m",1
"Promotion Number: 8714714 - UR awarded a City Break and  a £200 Summer Shopping spree. 08718738034",". ur : award city break £ 200 summer shopping spree - number 08718738034",1
"SMSSERVICES. for yourinclusive text credits, pls goto www.comuk.net login= 3qxj9 unsubscribe with STOP, no extra charge. help 08702840625.COMUK. 220-CM2 9AE",". . . . pls , , stop text help credit charge = extra login unsubscribe goto www.comuk.net 3qxj9 08702840625",1
"Machan you go to gym tomorrow,  i wil come late goodnight.",". come , late go tomorrow gym machan wil goodnight",0
"1.20 that call cost. Which i guess isnt bad. Miss ya, need ya, want ya, love ya",". . , , , call love bad guess need miss ya ya ya ya cost",0
"Purity of friendship between two is not about smiling after reading the forwarded message..Its about smiling just by seeing the name. Gud evening and stay blessed",". .. message stay just smile smile see evening name friendship forward gud two purity reading bless",0
"Babe ? I lost you ... :-(","? ... babe lose :-(",0
"Once free call me sir.",". free sir call once",0
"Sorry chikku, my cell got some problem thts y i was nt able to reply u or msg u..","reply .. u u , sorry get msg problem able y nt thts chikku cell",0
"I dont know ask to my brother. Nothing problem some thing that. Just i told .",". . . thing know tell just ask problem nothing brother",0
"Sorry, it's a lot of friend-of-a-friend stuff, I'm just now about to talk to the actual guy who wants to buy","talk , , sorry guy buy just stuff want lot",0
"Double mins and txts 4 6months FREE Bluetooth on Orange. Available on Sony, Nokia Motorola phones. Call MobileUpd8 on 08000839402",". . 4 free , call orange phone available min double nokia txts motorola bluetooth mobileupd8 08000839402 sony",1
"These won't do. Have to move on to morphine",". move",0
"Do u ever get a song stuck in your head for no reason and it won't go away til u listen to it like 5 times?","? 5 u u get like go reason time ever head listen away til song",0
"I'm gonna say no. Sorry. I would but as normal am starting to panic about time. Sorry again! Are you seeing on Tuesday?","? . . . sorry sorry go say ! time again see tuesday to start normal",0
"For my family happiness..",".. family happiness",0
"She was supposed to be but couldn't make it, she's still in town though",", still 's suppose make though town she",0
"Oh, yes, I've just been a little under the weather so i've kind of been coccooning at home",", , home yes oh just kind little weather",0
"She's fine. Sends her greetings",". 's fine she",0
"Oh k.i think most of wi and nz players unsold.",". oh think player unsold",0
"I'm ok. Will do my part tomorrow",". ok tomorrow part",0
"No drama Pls.i have had enough from you and family while i am struggling in the hot sun in a strange place.No reason why there should be an ego of not going 'IF NOT INVITED' when actually its necessity to go.wait for very serious reppurcussions.",". . . . pls go go reason actually why enough wait ' ' place hot family sun serious",0
"Hey, I missed you tm of last night as my phone was on the charge ... *smiles* ... I am meeting a friend shortly",", ... ... friend * * phone hey meet night smile miss last charge tm shortly",0
"Please call our customer service representative on FREEPHONE 0808 145 5645 between 9am-11pm as you have WON a guaranteed INR 5,00,000 cash  prize!","please ! call guarantee won customer prize service freephone inr representative cash 5,00,000 0808 145 9am-11pm",1
"Man this bus is so so so slow. I think you're gonna get there before me",". get go man think to bus slow",0
"HI DARLIN I HOPE YOU HAD A NICE NIGHT I WISH I HAD COME CANT WAIT TO SEE YOU LOVE FRAN PS","come hope love night wait wish hi darlin nice",0
"Take some small dose tablet for fever","take fever small",0
"We live in the next  &lt;#&gt; mins","next & & ; ; lt # gt live min",0
"I borrow ur bag ok.",". ok ur bag",0
"	YOU ARE CHOSEN TO RECEIVE A £350 AWARD! Pls call claim number 09066364312 to collect your award which you are selected to receive as a valued mobile customer.",". pls ! call award award £ value customer collect 350 number select receive receive claim mobile chosen",1
"<Forwarded from 448712404000>Please CALL 08712404000 immediately as there is an urgent message waiting for you.",". message please call urgent < forwarded > immediately waiting",1
"Our Prasanth ettans mother passed away last night. Just pray for her soul�",". � just night last mother pass away pray",0
"Yes. that will be fine. Love you. Be safe.",". . . . yes love fine safe",0
"Leave it de:-). Start Prepare for next:-)..",". .. :-) :-) next de leave start prepare",0
"5 nights...We nt staying at port step liao...Too ex","5 stay ... ... night step liao nt ex",0
"Buzz! Hey, my Love ! I think of you and hope your day goes well. Did you sleep in ? I miss you babe. I long for the moment we are together again*loving smile*","? . . , hope go ! ! * * love love well sleep think hey day smile miss again babe long together moment buzz",0
"	Romantic Paris. 2 nights, 2 flights from £79 Book now 4 next year. Call 08704439680Ts&Cs apply.",". . . 2 2 4 , year call £ apply next & night book romantic cs paris flight",1
"Hey!!! I almost forgot ... Happy B-day babe ! I love ya!!","forget ... ! ! ! ! ! ! love hey babe ya happy almost",0
"I wish things were different. I wonder when i will be able to show you how much i value you. Pls continue the brisk walks no drugs without askin me please and find things to laugh about. I love you dearly.",". . . . pls thing thing please show love find value askin walk wonder able wish laugh different continue drug",0
"Okay lor... Wah... like that def they wont let us go... Haha... What did they say in the terms and conditions?","? lor like go ... ... ... ... say term haha condition let wont okay def wah",0
"PICK UR FONE UP NOW U DUMB?","? up u pick ur fone",0
"Miss call miss call khelate kintu opponenter miss call dhorte lage. Thats d rule. One with great phone receiving quality wins.",". . . great call call call win phone receive miss miss miss d thats quality rule",0
"Yeh. Indians was nice. Tho it did kane me off a bit he he. We shud go out 4 a drink sometime soon. Mite hav 2 go 2 da works 4 a laugh soon. Love Pete x x",". . . . . 2 2 4 4 sometime go go da love x x work tho off bit laugh soon soon nice pete drink hav mite",0
"Great NEW Offer - DOUBLE Mins & DOUBLE Txt on best Orange tariffs AND get latest camera phones 4 FREE! Call MobileUpd8 free on 08000839402 NOW! or 2stoptxt T&Cs","4 free free great get late good ! ! call txt orange new offer - phone & & t camera cs double double tariff mobileupd8 08000839402 mins",1
"No calls..messages..missed calls",".. .. message call call miss",0
"Goodmorning, today i am late for 3 min.",". 3 , late today min goodmorning",0
"Babe, I need your advice",", need babe advice",0
"Hello beautiful r u ok? I've kinda ad a row wiv and he walked out the pub?? I wanted a night wiv u Miss u","? ? ? u u u pub ok r hello night walk miss want beautiful row kinda ad wiv wiv",0
"Leave it. U will always be ignorant.",". . u leave always",0
"Had your contract mobile 11 Mnths? Latest Motorola, Nokia etc. all FREE! Double Mins & Text on Orange tariffs. TEXT YES for callback, no to remove from records.","? . . . free , , late yes ! text text orange & etc contract mobile record min double nokia tariff motorola 11 remove",1
"U can WIN £100 of Music Gift Vouchers every week starting NOW Txt the word DRAW to 87066 TsCs www.ldew.com .150ppermessSubscription","u week win £ every txt vouchers 100 start gift draw music 87066 word",1
"There r many model..sony ericson also der.. &lt;#&gt; ..it luks good bt i forgot modl no",".. .. .. forget r good & & ; ; lt # gt many bt sony model",0
"Goodnight, sleep well da please take care pa. Please.",". , please please da take well sleep care pa. goodnight",0
"Ho ho - big belly laugh! See ya tomo","! - tomo ya laugh big belly ho ho",0
"7 wonders in My WORLD 7th You 6th Ur style 5th Ur smile 4th Ur Personality 3rd Ur Nature 2nd Ur SMS and 1st ""Ur Lovely Friendship""... Wish u a happy birth day","7 u ur ur ur ur ur ur ... 1st 2nd day wonder smile "" "" happy sms wish friendship lovely world 7th 6th style 5th 4th personality 3rd nature birth",0
"Wen ur lovable bcums angry wid u, dnt take it seriously.. Coz being angry is d most childish n true way of showing deep affection..","lovable .. .. u , ur coz take show wen way angry angry seriously n d wid true dnt deep bcums childish affection",0
"No problem. We will be spending a lot of quality time together...",". ... time problem together lot spend quality",0
"You dont know you jabo me abi.",". know abi",0
"Hard LIVE 121 chat just 60p/min. Choose your girl and connect LIVE. Call 09094646899 now! Cheap Chat UK's biggest live service.",". . 's ! call / just girl hard service min. live live live chat chat big uk cheap 60p choose 121 connect",1
"Carlos is down but I have to pick it up from him, so I'll swing by usf in a little bit","up , pick swing bit down carlos little usf",0
"Its on in engalnd! But telly has decided it won't let me watch it and mia and elliot were kissing! Damn it!","! ! ! let decide damn watch",0
"I'm serious. You are in the money base",". money serious",0
"K, my roommate also wants a dubsack and another friend may also want some so plan on bringing extra, I'll tell you when they know for sure",", , another know tell friend k roommate sure plan want bring extra",0
"Bloomberg -Message center +447797706008 Why wait? Apply for your future http://careers. bloomberg.com","? . message + apply - why future wait bloomberg center",1
"For The First Time In The History 'Need' 'Comfort' And 'Luxury' Are Sold At Same Price In India..!! Onion-Rs. &lt;#&gt;  Petrol-Rs. &lt;#&gt;  Beer-Rs. &lt;#&gt;  SHESIL  &lt;#&gt;",". . . .. ! ! time & & & & & & & & ; ; ; ; ; ; ; ; lt lt lt lt # # # # gt gt gt gt need india ' ' ' ' ' ' first price same",0
"A boy was late 2 home. His father: ""POWER OF FRNDSHIP""",". 2 home late : power boy "" "" father",0
"No shit, but I wasn't that surprised, so I went and spent the evening with that french guy I met in town here and we fooled around a bit ",", , guy go meet shit evening bit around town spend fool",0
"Yup�its ok..",".. � ok yup",0
"Sorry, I'll call later..have an urgent meeting..",".. .. , sorry late call meeting urgent",0
"Eh ur laptop got no stock lei... He say mon muz come again to take a look c got a not...","come get get look ur ... ... say take again c mon laptop muz leu eh stock",0
"God bless.get good sleep my dear...i will pray!",". get ... good ! sleep dear god pray bless",0
"Hello. Damn this christmas thing. I think i have decided to keep this mp3 that doesnt work.",". . . thing hello think work keep christmas decide damn mp3",0
"They released vday shirts and when u put it on it makes your bottom half naked instead of those white underwear.",". u half put make white shirt release",0
"What do you do, my dog ? Must I always wait till the end of your day to have word from you ? Did you run out of time on your cell already?","? ? ? , already time end day run wait always word till dog cell",0
"Omw back to tampa from west palm, you hear what happened?","? , back hear happen omw tampa",0
"<Forwarded from 21870000>Hi - this is your Mailbox Messaging SMS alert. You have 40 matches. Please call back on 09056242159 to retrieve your messages and matches cc100p/min",". . message back please alert call / - match match < forwarded > sms hi min",1
"Was gr8 to see that message. So when r u leaving? Congrats dear. What school and wat r ur plans.","? . . . u message ur wat r r gr8 leave dear plan congrats school",0
"ILL B DOWN SOON","ill b down soon",0
"Send this to ur friends and receive something about ur voice..... How is my speaking expression? 1.childish 2.naughty 3.Sentiment 4.rowdy 5.ful of attitude 6.romantic 7.shy 8.Attractive 9.funny  &lt;#&gt; .irritating  &lt;#&gt; .lovable. reply me..","? 1 . . . . . . . . . . . . 2 3 4 lovable 5 6 7 8 9 reply .. send ur ur speak friend receive & & & & ; ; ; ; lt lt # # gt gt ..... something romantic funny naughty irritate voice childish",0
"How much r ü willing to pay?","? r ü willing pay",0
"You are a winner U have been specially selected 2 receive £1000 cash or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810810","2 2 4 u speak ( ) £ * select receive claim inc holiday 1000 live winner cash specially operator flight",1
"I cant pick the phone right now. I will call u later",". u pick late right call phone",0
"Gibbs unsold.mike hussey",". unsold",0
"U predict wat time U'll finish buying?","? u u wat time finish 'll",0
"	SMS. ac Blind Date 4U!: Rodds1 is 21/m from Aberdeen, United Kingdom. Check Him out http://img. sms. ac/W/icmb3cktz8r7!-4 no Blind Dates send HIDE",". . . . 4 , send sm sm ! ! 21 / / / : - check m date date w 4u ac ac blind blind hide",1
"I have to take exam with march 3","3 exam take march",0
"And maybe some pressies","maybe",0
"Have you got Xmas radio times. If not i will get it now",". get get time radio xmas",0
"	Do you want 750 anytime any network mins 150 text and a NEW VIDEO phone for only five pounds per week call 08002888812 or reply for delivery tomorrow","reply week text call new delivery phone 150 750 tomorrow per pound video anytime network min five 08002888812",1
"I think you should go the honesty road. Call the bank tomorrow. Its the tough decisions that make us great people.",". . . great go call think tomorrow make decision people road bank tough",0
"Nothing just getting msgs by dis name wit different no's..",".. get 's just name nothing different dis wit msgs",0
"Beautiful Truth against Gravity.. Read carefully: ""Our heart feels light when someone is in it.. But it feels very heavy when someone leaves it",".. .. : feel feel leave "" someone someone light beautiful heart truth read heavy against gravity carefully",0
"Urgent! call 09066350760 from your landline. Your complimentary 4* Ibiza Holiday or 20,000 cash await collection SAE T&Cs PO BOX 434 SK3 8WP 150 ppm 18+",". 4 + ! call * 150 holiday & urgent 18 t landline cash cs await collection po box sae complimentary ppm ibiza",1
"meet you in corporation st outside gap … you can see how my mind is working!","! mind meet work … st outside gap",0
"He says hi and to get your back to uganda","back get hi",0
"Ok c ü then.",". ok ü c",0
"	Jamster! To get your free wallpaper text HEART to 88888 now! T&C apply. 16 only. Need Help? Call 08701213186.","? . . . free get ! ! text call apply help & need c t jamster 16 heart",1
"	You are now unsubscribed all services. Get tons of sexy babes or hunks straight to your phone! go to http://gotbabes.co.uk. No subscriptions.",". . . get go ! phone service sexy babe straight subscription",1
"My house here e sky quite dark liao... If raining then got excuse not 2 run already rite... Hee...","2 quite get already ... ... ... e run rain rite excuse liao house hee sky dark",0
"Lol! U drunkard! Just doing my hair at d moment. Yeah still up 4 tonight. Wats the plan?","? . . 4 up u still ! ! just hair plan d lol tonight yeah moment wats",0
"We tried to contact you re your reply to our offer of a Video Handset? 750 anytime networks mins? UNLIMITED TEXT? Camcorder? Reply or call 08000930705 NOW","? ? ? ? reply reply re text call offer 750 try contact video anytime network min 08000930705 camcorder handset unlimited",1
"Plz note: if anyone calling from a mobile Co. &amp; asks u to type # &lt;#&gt;  or # &lt;#&gt; . Do not do so. Disconnect the call,coz it iz an attempt of 'terrorist' to make use of the sim card no. Itz confirmd by nokia n motorola n has been verified by CNN IBN.",". . .. u , anyone coz call call : & & & & & amp ; ; ; ; ; lt lt # # # # gt gt plz sim make ' ' mobile card n n type attempt verify nokia motorola iz note",0
"Reverse is cheating. That is not mathematics.",". .",0
"Will do. Have a good day",". good day",0
"Sorry completely forgot * will pop em round this week if your still here?","? sorry forget still week * round pop em completely",0
"HEY DAS COOL... IKNOW ALL 2 WELLDA PERIL OF STUDENTFINANCIAL CRISIS!SPK 2 U L8R.",". 2 2 u ... ! hey cool l8r spk",0
"Carlos says we can pick up from him later so yeah we're set","up pick late set yeah carlos",0
"Kindly send some one to our flat before  &lt;DECIMAL&gt;  today.",". send today & & ; ; lt gt kindly decimal flat",0
"Romantic Paris. 2 nights, 2 flights from £79 Book now 4 next year. Call 08704439680Ts&Cs apply.",". . . 2 2 4 , year call £ apply next & night book romantic cs paris flight",1
"This is all just creepy and crazy to me.",". just crazy",0
"K, makes sense, btw carlos is being difficult so you guys are gonna smoke while I go pick up the second batch and get gas","up , , guy get pick go go second k make to difficult smoke carlos gas sense btw",0
"He's just gonna worry for nothing. And he won't give you money its no use.",". . go he 's just give to nothing worry money",0
"Yeah I can still give you a ride","still give ride yeah",0
"Aiya we discuss later lar... Pick ü up at 4 is it?","? 4 up pick late ... ü lar aiya discuss",0
"Yup. Wun believe wat? U really neva c e msg i sent shuhui?","? ? . u send wat e neva believe yup msg c really shuhui wun",0
"I think i am disturbing her da","da think",0
"This is the 2nd attempt to contract U, you have won this weeks top prize of either £1000 cash or £200 prize. Just call 09066361921",". u , week call win £ £ 200 prize prize just top 2nd 1000 contract attempt cash",1
"Goodmorning, today i am late for 1hr.",". , late today goodmorning",0
"Feb  &lt;#&gt;  is ""I LOVE U"" day. Send dis to all ur ""VALUED FRNDS"" evn me. If 3 comes back u'll gt married d person u luv! If u ignore dis u will lose ur luv 4 Evr",". . 3 4 come u u u u u send back ur ur person ! love & & ; ; day lt # gt gt "" "" "" "" luv luv d lose frnds dis dis 'll ignore marry feb",0
"I just saw ron burgundy captaining a party boat so yeah","just see ron yeah party captain",0
"Btw regarding that we should really try to see if anyone else can be our 4th guy before we commit to a random dude","dude guy anyone try really regard else 4th random btw",0
"So is there anything specific I should be doing with regards to jaklin or what because idk","anything regard idk",0
"Beautiful Truth against Gravity.. Read carefully: ""Our heart feels light when someone is in it.. But it feels very heavy when someone leaves it.."" GOOD NIGHT",".. .. .. good : feel feel leave night "" "" someone someone light beautiful heart truth read heavy against gravity carefully",0
"Where are the garage keys? They aren't on the bookshelf","? key",0
"Ffffffffff. Alright no way I can meet up with you sooner?","? . up way meet alright sooner",0
"1) Go to write msg 2) Put on Dictionary mode 3)Cover the screen with hand, 4)Press  &lt;#&gt; . 5)Gently remove Ur hand.. Its interesting..:)","1 . 2 3 4 5 .. .. , go ur :) ) ) ) ) ) cover & & ; ; lt # gt msg put write hand hand mode press dictionary gently remove interest",0
"Gud gud..k, chikku tke care.. sleep well gud nyt",".. .. , well sleep k care gud gud gud nyt chikku",0
"Congrats ! Treat pending.i am not on mail for 2 days.will mail once thru.Respect mother at home.check mails.",". . . . . 2 home ! day check mother mail mail mail once congrats thru treat respect",0
"It's ok i noe u're busy but i'm really too bored so i msg u. I oso dunno wat colour she choose 4 me one.",". . 4 u u 're ok wat oso noe msg bore really busy colour dunno choose",0
"You've won tkts to the EURO2004 CUP FINAL or £800 CASH, to collect CALL 09058099802 ",", call win £ collect final 800 cash cup tkts euro2004",1
