textOriginal,textPreprocessed,class
"Did u turn on the heater? The heater was on and set to &lt;#&gt; degrees.","? . u turn & & ; ; lt # gt set",0
"… we r stayin here an extra week, back next wed. How did we do in the rugby this weekend? Hi to and and , c u soon ""","? . u , , back weekend r week next "" c … hi soon extra wed",0
"If you don't respond imma assume you're still asleep and imma start calling n shit","still go go call shit n to to start i i respond be be asleep assume",0
"Oh... Kay... On sat right?","? ... ... right oh sit",0
"Its good, we'll find a way",", good find way",0
"Hi. || Do u want | to join me with sts later? || Meeting them at five. || Call u after class.","? . . . u u late call class meet join hi five | | | | | | |",0
"Have you emigrated or something? Ok maybe 5.30 was a bit hopeful...","? ok ... bit something maybe",0
"Yo you around? A friend of mine's lookin to pick up later tonight","? up pick late 's friend yo around tonight mine lookin",0
"Gr8. So how do you handle the victoria island traffic. Plus when's the album due",". . plus gr8 due island",0
"Me n him so funny...","... n funny",0
"URGENT. Important information for 02 user. Today is your lucky day! 2 find out why , log onto http://www.urawinner.com there is a fantastic surprise awaiting you !",". . 2 , log ! ! find today day urgent important why fantastic lucky await surprise information user onto http://www.urawinner.com",0
"Just forced myself to eat a slice. I'm really not hungry tho. This sucks. Mark is getting worried. He knows I'm sick when I turn down pizza. Lol",". . . . . know eat turn just mark getting tho really lol down myself pizza force hungry worried suck sick",0
"Hi! You just spoke to TANUSHA. We'd like to know if you were satisfied with the experience. Reply Toll Free with Yes or No.",". . . reply free know like speak yes ! just hi experience",0
"U 2.",". 2 u",0
"To review and KEEP the fantastic Nokia N-Gage game deck with Club Nokia, go 2 www.cnupdates.com/newsletter. unsubscribe from alerts reply with the word OUT",". 2 reply , alert go game keep club word fantastic nokia nokia unsubscribe review",1
"Yes..but they said its IT.,",", ... yes",0
"Anytime...","... anytime",0
"Aight that'll work, thanks",", work aight thanks that 'll",0
"Eh u remember how 2 spell his name... Yes i did. He have been naughty until I have met him.",". . 2 u ... yes meet remember name eh naughty spell",0
"either way works for me. I am  &lt;#&gt;  years old. Hope that doesnt bother you.",". . . hope year way & & ; ; work lt # gt old bother",0
"Want to funk up ur fone with a weekly new tone reply TONES2U 2 this text. www.ringtones.co.uk, the original n best. ",". . 2 reply up , ur text new well tone n weekly fone www.ringtones.co.uk original",1
"Can not use foreign stamps in this country.",". country stamp",0
"Try neva mate!!","! ! neva mate try",0
"I am sorry...I am not having her number sir","sir sorry ... number",0
"URGENT! Last weekend's draw shows that you have won £1000 cash or a Spanish holiday! CALL NOW 09050000332 to claim. T&C: RSTM, SW7 3SS. 150ppm",". . , weekend 's ! ! call : win £ show claim holiday & urgent last 1000 c t draw 150ppm cash",1
"We are both fine. Thanks",". fine thanks",0
"The battery is for mr adewale my uncle. Aka Egbon",". uncle mr battery",0
"FREE for 1st week! No1 Nokia tone 4 ur mobile every week just txt NOKIA to 8077  www.getzed.co.uk","4 free ur week week ! 1st every txt just tone mobile nokia nokia www.getzed.co.uk no1",1
"Don no da:)whats you plan?","? da :) don plan",0
"Someone who came in contact with you tested positive or has shown symptoms for COVID-19 & recommends you self-isolate/get tested. More at COVID-19 anon.com/alert",". come get / show & contact someone test covid-19 covid-19",1
"Even u dont get in trouble while convincing..just tel him once or twice and just tel neglect his msgs dont c and read it..just dont reply","reply .. .. u even get just just just tel tel twice msg trouble c once read",0
"Didn't you get hep b immunisation in nigeria.",". get b nigeria",0
"Ultimately tor motive tui achieve korli.",".",0
"You have been specially selected to receive a 2000 pound award! Call 08712402050 BEFORE the lines close. Cost 10ppm. 16+. T&Cs apply. AG Promo",". . . . + ! call award apply select receive & pound line t 16 2000 cs specially promo cost close",1
"You see the requirements please","please",0
"U buy newspapers already?","? u already buy",0
"Who's there say hi to our drugdealer","say hi",0
"Just got outta class gonna go gym.",". get go go just class to gym outta",0
"What FLOWER does DOT compare herself to? D= VIOLET E= TULIP F= LILY txt D E or F to 84025 NOW 4 chance 2 WIN £100 Cash","? 2 4 e e f f win £ txt chance d d 100 cash = = = flower",1
"K will do, addie &amp; I are doing some art so I'll be here when you get home",", home get & amp ; k art",0
"Ringtone Club: Get the UK singles chart on your mobile each week and choose any top quality ringtone! This message is free of charge.",". free message get week ! : top club mobile ringtone ringtone charge uk quality choose",1
"Mmmmmm ... I love you,so much, Ahmad ... I can't wait for this year to begin as every second takes me closer to being at your side. Happy New Year, my love!!",". , , , ... ... year year ! ! every take new love love second wait happy side close ahmad begin",0
"Awesome, that gonna be soon or later tonight?","? , late go to soon tonight awesome",0
"So no messages. Had food?","? . message food",0
"Nice.nice.how is it working? Tell me once u r done�","? . . � u r tell work nice nice once",0
"Hey i will be late... i'm at amk. Need to drink tea or coffee",". late ... hey need coffee drink tea",0
"Don know..he is watching film in computer..",".. .. know computer don watch film",0
"You got called a tool?","? call got",0
"K I'll be sure to get up before noon and see what's what","up get k sure noon",0
"Whenevr ur sad, Whenevr ur gray, Remembr im here 2 listn 2 watevr u wanna say, Jus walk wid me a little while,&amp; I promise I'll bring back ur smile.:-)",". 2 2 u , , , , back ur ur ur say :-) & amp ; walk smile sad jus want to wid bring little promise",0
"Double Mins & Double Txt & 1/2 price Linerental on Latest Orange Bluetooth mobiles. Call MobileUpd8 for the very latest offers. 08000839402 or call2optout/LF56",". . late call / txt orange offer & & mobile min price double double bluetooth mobileupd8 08000839402 call2optout 1/2 linerental",1
"PPORTUNITY to Own flat on NOIDA Xprsway *2bhk-19.63 lac(Al Insv) *3bhk-25.46 lac(Al.Insv) *0km frm FNG/Metro statn *Valid for 6 dayz sms IN to 567670","6 sm ( ( ) ) / * * * * noida own valid al flat frm lac lac",1
"	We tried to contact you re your reply to our offer of a Video Handset? 750 anytime any networks mi? Reply or call 08000930705 NOW","? ? reply reply re call offer 750 try contact video anytime network 08000930705 handset",1
"U really pig leh sleep so much. My dad wake me up at 10 smth 2 eat lunch today.",". . 2 up u eat 10 sleep wake today smth really lunch dad leh pig",0
"Thanks for your ringtone order, reference number X29. Your mobile will be charged 4.50. Should your tone not arrive please call customer services 09065989180",". . , please order call customer tone number service mobile thanks ringtone reference charge 4.50 arrive",1
"Free video camera phones with Half Price line rental for 12 mths and 500 cross ntwk mins 100 txts. Call MobileUpd8 08001950382 or Call2OptOut/674&",". free call / phone half & 500 line video 100 min price rental camera txts mobileupd8 call2optout 12 mths cross ntwk 08001950382",1
"Not getting anywhere with this damn job hunting over here!","get ! job damn",0
"Yes.. now only saw your message..",".. .. message yes see",0
"Remember on that day..",".. day remember",0
"Collect 100 points& get 14,500 Pokecoins for Pokemon Gol"" by clicking this link now�http://goo.gle/xxxx","� get collect & "" click 100 point link",1
"Hmm...my uncle just informed me that he's paying the school directly. So pls buy food.",". . pls ... buy he 's food just uncle hmm pay inform school directly",0
"Aah bless! How's your arm?","? ! arm bless",0
"Not for possession, especially not first offense",", first especially possession",0
"Urgent Ur £500 guaranteed award is still unclaimed! Call 09066368327 NOW closingdate04/09/02 claimcode M39M51 £1.50pmmorefrommobile2Bremoved-MobyPOBox734LS27YF","still ur ! call award £ £ guarantee urgent 500",1
"You have won ?1,000 cash or a ?2,000 prize! To claim, call09050000327. T&C: RSTM, SW7 3SS. 150ppm","? ? . . , , ! : win prize claim & c t 150ppm cash 2,000",1
"K...k:)why cant you come here and search job:)�.that sounds better...",". come � ... ... :) :) good k k why job search sound",0
"K come to nordstrom when you're done","come k",0
"I'm wif him now buying tix lar...","wif ... buy lar",0
"Rose for red,red for blood,blood for heart,heart for u. But u for me.... Send tis to all ur friends.. Including me.. If u like me.. If u get back, 1-u r poor in relation! 2-u need some 1 to support 3-u r frnd 2 many 4-some1 luvs u 5+- some1 is praying god to marry u.:-) try it....","1 . 2 5 .. .. .. u u u u u , , , , send back get like ur r r + ! friend frnd :-) - need try many u. heart heart god poor .... .... rose support red red be blood blood pray marry it relation",0
"Wrong phone! This phone! I answer this one but assume the other is people i don't well","! ! phone phone well answer wrong people assume",0
"Ic. There are a lotta childporn cars then.",". . car",0
"Happy birthday... Be happy ..keep smiling...",".. ... ... smile keep happy happy birthday",0
"When're you guys getting back? G said you were thinking about not staying for mcr","? back stay guy get 're think g",0
"Okie�great!!","� great ! ! okie",0
"Shb b ok lor... Thanx...","ok lor ... ... b thanx",0
"Cab is available.they pick up and drop at door steps.",". . up pick step available drop door",0
"	-PLS STOP bootydelious (32/F) is inviting you to be her friend. Reply YES-434 or NO-434 See her: www.SMS.ac/u/bootydelious STOP? Send STOP FRND to 62468","? . pls reply send stop stop stop ( ) / f invite friend : frnd 62468 - 32",0
"How much would it cost to hire a hitman","cost",0
"Party's at my place at usf, no charge (but if you can contribute in any way it is greatly appreciated) and yeah, we got room for one more",", , get 's ( ) way charge place yeah room appreciate usf party",0
"I'm still pretty weak today .. Bad day ?","? .. still pretty today bad day weak",0
"Prabha..i'm soryda..realy..frm heart i'm sory",".. .. .. heart realy prabha frm",0
"Hey happy birthday...","... hey happy birthday",0
"Yeah, probably but not sure. Ilol let u know, but personally I wuldnt bother, then again if ur goin to then I mite as well!!",". u , , , know ur ! ! goin well let again sure yeah probably bother mite",0
"I am getting threats from your sales executive Shifad as i raised complaint against him. Its an official message.",". . message get sale official against executive raise",0
"Yeah imma come over cause jay wants to do some drugs","come go jay cause want to yeah drug i be",0
"Mm umma ask vava also to come tell him can play later together","come late tell mm ask together play umma",0
"Dont forget you can place as many FREE Requests with 1stchoice.co.uk as you wish. For more Information call 08707808226.",". . free forget call many wish place information request",1
"I place all ur points on e cultures module already.",". already ur e point place module",0
"Wake me up at  &lt;#&gt;  am morning:)","up :) wake & & ; ; lt # gt morning",0
"No da. . Vijay going to talk in jaya tv",".. talk go da tv",0
"WHEN THE FIRST STRIKE IS A RED ONE. THE BIRD + ANTELOPE BEGIN TOPLAY IN THE FIELDOF SELFINDEPENDENCE BELIEVE THIS + THE FLOWER OF CONTENTION WILL GROW.RANDOM!",". . + + ! bird believe first red begin flower random grow",0
"Yes we were outside for like 2 hours. And I called my whole family to wake them up cause it started at 1 am","1 . 2 up like yes call wake hour cause start whole outside family",0
"Went to ganesh dress shop","go shop dress",0
"Sorry man my account's dry or I would, if you want we could trade back half or I could buy some shit with my credit card",", back sorry buy 's man half shit credit account card dry",0
"You have won a Nokia 7250i.  To take part send Nokia to 86021 now. HG/Suite342/2Lands Row/W1JHL 16+",". . send + / / win take part 16 hg suite342/2lands row nokia nokia 7250i 86021",1
"Yeah, that's fine! It's £6 to get in, is that ok? ","? 6 , , get ok 's ! £ fine that yeah",0
"that would be good … I'll phone you tomo lunchtime, shall I, to organise something?","? , , good phone shall tomo … something",0
"Nothing spl..wat abt u and whr ru?","? .. u wat nothing abt ru",0
"Hey I am really * want to chat or see me  text to 08718738034","text * hey really chat 08718738034",1
"Someone U know has asked our dating service 2 contact you! Cant guess who? CALL 09058095107 NOW all will be revealed. POBox 7, S3XY 150p ","? . 2 7 u , know ! call ask guess service 150p contact dating someone reveal pobox",1
"+123 Congratulations - in this week's competition draw u have won the £1450 prize to claim just call 09050002311 b4280703. T&Cs/stop SMS 08718727868. Over 18 only 150ppm",". . u week stop 's + call / win £ - prize just claim & 18 t sms congratulation draw 150ppm cs competition",1
"Hahaha..use your brain dear",".. dear brain",0
"Get the door, I'm here",", get door",0
"Dis is yijue. I jus saw ur mail. In case huiming havent sent u my num. Dis is my num.",". . . . u send ur yijue see jus mail havent dis dis num num case",0
"You are guaranteed the latest Nokia Phone, a 40GB iPod MP3 player or a £500 prize! Txt word: COLLECT to No: 83355! IBHltd LdnW15H 150p/Mtmsgrcvd18+",", late + ! ! / : : £ txt guarantee phone prize collect 500 150p word player nokia 40gb ipod mp3 83355",1
"Get down in gandhipuram and walk to cross cut road. Right side &lt;#&gt; street road and turn at first right.",". . get right right turn & & ; ; lt # gt walk first down cut side road road cross street",0
"Wishing you and your family HAPPY NEW Year ..",".. year new happy wish family",0
"Free 1st week entry 2 TEXTPOD 4 a chance 2 win 40GB iPod or £250 cash every wk. Txt VPOD to 81303 Ts&Cs www.textpod.net custcare 08712405020.",". . 2 2 4 free week 1st win £ every wk txt & chance 250 entry 08712405020 cash ts cs custcare 40gb ipod www.textpod.net 81303",1
"I'm sorry. I've joined the league of people that dont keep in touch. You mean a great deal to me. You have been a friend at all times even at great personal cost. Do have a great week.|",". . . . . great great great sorry even week time friend mean deal keep personal join people cost touch |",0
"Today is ""song dedicated day.."" Which song will u dedicate for me? ","? .. u today day "" "" song song",0
"Ask g or iouri, I've told the story like ten times already",", like already story tell time ask g ten",0
"Aight, you close by or still down around alex's place?","? , still 's alex aight down around place close",0
"Me not waking up until 4 in the afternoon, sup","4 up , wake sup afternoon",0
"Dear customer, Due to BVN system upgrade, your ATM CARD has been de-activated by CBN. To re-activate call customer care 08167340838 for help.",". . , , re-activate call customer customer help due dear care card system upgrade atm de-activated",1
"Captain is in our room:)",":) room captain",0
"Hello. We need some posh birds and chaps to user trial prods for champneys. Can i put you down? I need your address and dob asap. Ta r","? . . . r hello bird need need put down address asap ta user",1
"$9 Only!Sales on Official Oakley Sunglasses Online Store. 2016 New Styles All Up To 75% OFF. Final Day Flash Sale And Free Returns. Official Oakley Sunglasses Outlets At: http:// www.oakleyoutletsco.com",". . . 9 up online free ! : store new % final $ day off http sale sale :// official official flash",1
"FREE entry into our £350 weekly competition just text the word WIN to 80086 NOW. 18 T&C www.txttowin.co.uk",". free text win £ just 350 & 18 c t entry weekly word competition",1
"ALSO TELL HIM I SAID HAPPY BIRTHDAY","tell happy birthday",0
"FREE NOKIA Or Motorola with upto 12mths 1/2price linerental, 500 FREE x-net mins&100txt/mth FREE B'tooth*. Call Mobileupd8 on 08001950382 or call 2optout/D3WV",". free free free , call call / / upto * & 500 min nokia motorola mobileupd8 08001950382 2optout linerental",1
"	U are subscribed to the best Mobile Content Service in the UK for £3 per 10 days until you send STOP to 82324. Helpline 08706091795",". 3 u send good stop £ 10 day per service mobile uk content subscribe helpline",1
"Geeee ... I miss you already, you know ? Your all I can think about.  I can't wait till next year when we will be together ... *loving kiss*","? . , know already ... ... year * * love next think miss wait together kiss till geeee",0
"K..i deleted my contact that why?","? .. k why delete contact",0
"! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update Co FREE on 08002986906","? free free entitle co late + ! ! call mobile mobile mobile update update colour camera 11mths 08002986906",1
"Is it your yahoo boys that bring in the perf? Or legal.","? . boy bring yahoo legal",0
"	Your credits have been topped up for http://www.bubbletext.com Your renewal Pin is tgxxrz","up top credit pin",1
"URGENT! We are trying to contact you. Last weekends draw shows that you won a £1000 prize GUARANTEED. Call 09064012160. Claim Code K52. Valid 12hrs only. 150ppm",". . . . . weekend ! call win £ show prize claim code urgent try last 1000 contact draw 150ppm guaranteed valid 12hrs k52",1
"Hurt me... Tease me... Make me cry... But in the end of my life when i die plz keep one rose on my grave and say STUPID I MISS U.. HAVE A NICE DAY BSLVYL",".. u ... ... ... say end day plz die make miss keep life bslvyl nice hurt cry tease rose stupid",0
"We are hoping to get away by 7, from Langport. You still up for town tonight?","? . 7 up , hope still get tonight town away",0
"WHITE FUDGE OREOS ARE IN STORES","white",0
"Ok. Can be later showing around 8-8:30 if you want + cld have drink before. Wld prefer not to spend money on nosh if you don't mind, as doing that nxt wk.",". . . , ok late + mind wk show around drink money spend nxt",0
"URGENT! We are trying to contact you. Last weekends draw shows that you have won a £900 prize GUARANTEED. Call 09061701939. Claim code S89. Valid 12hrs only",". . . . weekend ! call win £ show prize claim code urgent try last contact draw guaranteed valid 12hrs 900",1
"After my work ah... Den 6 plus lor... U workin oso rite... Den go orchard lor, no other place to go liao...","6 u workin , lor lor go go ... ... ... ... plus den den oso work orchard rite ah place liao",0
"You've already got a flaky parent. It'snot supposed to be the child's job to support the parent...not until they're The Ride age anyway. I'm supposed to be there to support you. And now i've hurt you. unintentional. But hurt nonetheless.",". . . . . . get they 're anyway already ... 's suppose suppose age ride job hurt hurt parent parent support support child",0
"Tell them u have a headache and just want to use 1 hour of sick time.","1 . u tell time just hour sick",0
"Hello! How r u? Im bored. Inever thought id get bored with the tv but I am. Tell me something exciting has happened there? Anything! =/","? ? . . u get r tell anything ! ! hello think id bore bore happen something tv",0
"Hey next sun 1030 there's a basic yoga course... at bugis... We can go for that... Pilates intro next sat.... Tell me what time you r free","free go ... ... ... r tell 's time next next hey sit there course .... basic bugis sun yoga intro",0
"The wine is flowing and i'm i have nevering..",".. wine",0
"70 mins but i had to stop somewhere first.",". stop first min somewhere",0
"88066 FROM 88066 LOST 3POUND HELP","help",1
"You are always putting your business out there. You put pictures of your ass on facebook. You are one of the most open people i've ever met. Why would i think a picture of your room would hurt you, make you feel violated.",". . . . , feel think meet why put put make always ever open hurt facebook people room business ass picture picture",0
"I met you as a stranger and choose you as my friend. As long as the world stands, our friendship never ends. Lets be Friends forever!!! Gud nitz...",". . , ... ! ! ! friend end meet never friendship long world gud stand friends forever choose",0
"It's ok lar. U sleep early too... Nite...",". u ok ... ... nite sleep early lar",0
"Camera - You are awarded a SiPix Digital Camera! call 09061221065 fromm landline. Delivery within 8 days",". 8 ! call award - delivery day camera camera landline digital sipix fromm",0
"Not from this campus. Are you in the library?","? . campus library",0
"Wherre's my boytoy ? :-(","? 's :-( boytoy",0
"I love your ass! Do you enjoy doggy style? :)","? :) ! love enjoy style ass",0
"Sorry my roommates took forever, it ok if I come by now?","? come , sorry ok take roommate forever",0
"URGENT!! Your 4* Costa Del Sol Holiday or £5000 await collection. Call 09050090044 Now toClaim. SAE, TC s, POBox334, Stockport, SK38xh, Cost£1.50/pm, Max10mins",". . 4 , , , , , , ! ! call £ * holiday urgent s del await collection tc 5000 sae costa sol 09050090044 toclaim pobox334 stockport sk38xh cost£1.50/pm max10mins",1
"No dear i do have free messages without any recharge. Hi hi hi",". free message dear hi hi hi",0
"Go where n buy? Juz buy when we get there lar.","? . get go buy buy lar juz n",0
"Purity of friendship between two is not about smiling after reading the forwarded message..Its about smiling just by seeing the name. Gud evng musthu",". .. message just smile smile see name friendship forward gud two purity reading",0
"Thanks for the Vote. Now sing along with the stars with Karaoke on your mobile. For a FREE link just reply with SING now.",". . . reply free just mobile thanks link vote star sing sing",1
"Wat's da model num of ur phone?","? ur wat da 's phone num model",0
"Get a FREE mobile video player FREE movie. To collect text GO to 89105. Its free! Extra films can be ordered t's and c's apply. 18 yrs only",". . . free free free get go 's 's order ! text apply collect 18 c t mobile yr video player extra movie film",1
"Wat time do u wan 2 meet me later?","? 2 u late wan wat time meet",0
"U 447801259231 have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094597","2 u look ur r * think make contact secret admirer reveal u-find special-call 447801259231",1
"Anything lar...","... anything lar",0
"PRIVATE! Your 2003 Account Statement for 07815296484 shows 800 un-redeemed S.I.M. points. Call 08718738001 Identifier Code 41782 Expires 18/11/04",". ! call show code 800 account point statement private 2003 un-redeemed identifier expires",1
"I am going to sleep. I am tired of travel.",". . go sleep travel tired",0
"Prabha..i'm soryda..realy..frm  my heart",".. .. .. heart realy prabha frm",0
"Do u know what is real FRIENDSHIP","u know friendship real",0
"But i juz remembered i gotta bathe my dog today..",".. get today remember juz to dog bathe",0
"2 and half years i missed your friendship:-)","2 year :-) half miss friendship",0
"Play CricEx LIVE during India vs. Netherlands match - WIN iPad,  Blackberry & Team India Jerseys at the end of the match. Logon to http://m.ibibo.com/c/10",". , win end - match match & india india live team play blackberry",1
"Ujhhhhhhh computer shipped out with address to sandiago and parantella lane. Wtf. Poop.",". . . computer address wtf ship",0
"How much is torch in 9ja.",". torch",0
"NO EMI TILL POSSESSION. Today group on Noida Exprsway offer once upon life time offer 2BR-930sft-Rs15, 046pm Sample appt ready 5min from Amity 9999975317",". , time offer offer today ready group noida appt life once till possession 5min",0
"Ha ha nan yalrigu heltini..Iyo kothi chikku, u shared many things wit me..so far i didn't told any body and even uttered a word abt u.. If ur trusting me so much how can i tell these to others.. Plz nxt time dont use those words to me..ok, chikku:-);-)B-)",".. .. .. .. .. u u , , thing even ok ur tell tell time ) :-) - plz far many ha ha b ;-) word word body wit others abt chikku chikku share nxt trust",0
"If you're not in my car in an hour and a half I'm going apeshit","go half hour car",0
"Ummmmmaah Many many happy returns of d day my dear sweet heart..",".. return day many many happy dear d heart sweet",0
"Fffff. Can you text kadeem or are you too far gone",". text far gone",0
"You are awarded a SiPix Digital Camera! call 09061221062 from landline. Delivery within 28days. T Cs Box177. M221BP. 2yr warranty. 150ppm.",". . . . . . ! call award delivery t camera landline 150ppm cs digital sipix",1
"Cos daddy arranging time c wat time fetch ü mah...","... wat time time ü cos mah c arrange fetch daddy",0
"Natalja (25/F) is inviting you to be her friend.  See her: www.SMS.ac/u/nat27081980 STOP? Send STOP FRND to 62468","? . send stop stop ( ) / f invite friend : frnd 62468 25",1
"All day working day:)except saturday and sunday..",".. :) work day day saturday except sunday",0
"Dear V0DAF0NE Customer,You are a 5,00,000 winner of Guaranteed Caller Prize, this is our Final attempt to contact you! To Claim Call 8927307655 Now! ",", , ! ! call customer prize claim final contact dear caller attempt guaranteed winner 5,00,000 v0daf0ne 8927307655",1
"Hi mate its RV did u hav a nice hol just a message 3 say hello coz havent sent u 1 in ages started driving so stay off roads!RVx","1 3 u u send message stay say coz ! hello just mate off age t drive start hi nice  road hav",0
"Ard 515 like dat. Y?","? . like y dat ard",0
"WE WILL HOLD YOUR PAYTM AMOUNT AFTER SOMETIME COMPLETE YOUR PAYTM KYC PAYTM OFFICE PH 8927307655","sometime hold office complete paytm paytm paytm kyc ph amount 8927307655",1
"Haf u found him? I feel so stupid da v cam was working.","? . u da feel find work haf v stupid cam",0
"PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08718738002 Identifier Code: 48922 Expires 21/11/04",". .. ! call : show code 800 account s point statement private 2003 un-redeemed m. identifier expires",1
"Been up to ne thing interesting. Did you have a good birthday? When are u wrking nxt? I started uni today.","? ? . . up u thing good today uni birthday start nxt",0
"She told to hr that he want posting in chennai:)because i'm working here:)",":) :) tell work chennai hr",0
"That's y we haf to combine n c how lor...","lor ... 's haf c n that y",0
"I got your back! Do you have any dislikes in bed?","? back get ! bed",0
"Want 2 get laid tonight? Want real Dogging locations sent direct 2 ur Mob? Join the UK's largest Dogging Network by txting MOAN to 69888Nyt. ec2a. 31p.msg@150p","? ? . . . 2 2 send get ur 's msg join network mob direct tonight uk real moan laid dogging dogging ec2a @150p large location txting",1
"No need to ke qi... Ü too bored izzit y suddenly thk of this...","thk ... ... ü need bore y izzit",0
"Convey my regards to him�best wishes..",".. � good wish convey regard",0
"Ard 530 like dat lor. We juz meet in mrt station then ü dun haf to come out.",". . come lor like dun ü meet haf juz mrt station dat ard 530",0
"Sorry i'm not free...","free sorry ...",0
"22 days to kick off! For Euro2004 U will be kept up to date with the latest news and results daily. To be removed send GET TXT STOP to 83222",". up u send get late stop ! txt news day off keep daily kick date result remove euro2004",1
"hi baby im sat on the bloody bus at the mo and i wont be home until about 7:30 wanna do somethin later? call me later ortxt back jess xx","? back home late late call wont sit want to hi bus baby xx jess somethin bloody mo",0
"Sos! Any amount i can get pls.",". pls get ! amount",0
"Wah lucky man... Then can save money... Hee...","... ... ... man save lucky hee money wah",0
"Nope. Meanwhile she talk say make i greet you.",". . talk say make nope greet meanwhile",0
"U GOIN OUT 2NITE?","? u goin 2nite",0
"Todays Vodafone numbers ending 7148 are selected to receive a Rs.2,00,000 award. If you have a match please call 7679046492 quoting claim code 7834 standard rates apply",". please call award apply end rs. vodafone todays number select receive match quoting claim code standard rate 2,00,000 7679046492",1
"Long time. You remember me today.",". . time today remember long",0
"What's up bruv, hope you had a great break. Do have a rewarding semester.",". . up , great hope break reward semester",0
"I wanted to ask ü to wait 4 me to finish lect. Cos my lect finishes in an hour anyway.",". . 4 anyway ü ask hour cos wait want finish finish lect lect",0
"Yup, leaving right now, be back soon",", , back right leave yup soon",0
"K..k..i'm also fine:)when will you complete the course?","? .. .. :) k k fine complete course",0
"That day you asked about anand number. Why:-)",". :-) number ask day why",0
"Saw Guys and Dolls last night with Patrick Swayze it was great","great guy night last see",0
"Hey gals.. Anyone of u going down to e driving centre tmr?","? .. u anyone go e hey drive tmr centre down gal",0
"Yeah we do totes. When u wanna?","? . u want to yeah",0
"TheMob>Yo yo yo-Here comes a new selection of hot downloads for our members to get for FREE! Just click & open the next link sent to ur fone...","come free send get ur ... ! new just next & > yo yo click open selection hot fone link member themob",1
"* FREE* POLYPHONIC RINGTONE Text SUPER to 87131 to get your FREE POLY TONE of the week now! 16 SN PoBox202 NR31 7ZS subscription 450pw","free free get week ! text * * tone polyphonic 16 poly ringtone subscription sn 87131 super",1
"I know I'm lacking on most of this particular dramastorm's details but for the most part I'm not worried about that","know 's part detail worried",0
"HOW ARE U? I HAVE MISSED U! I HAVENT BEEN UP 2 MUCH A BIT BORED WITH THE HOLIDAY WANT 2 GO BAK 2 COLLEGE! SAD ISNT IT?xx","? ? 2 2 2 up u u go ! ! holiday sad bored bit college havent xx bak",0
"Did he just say somebody is named tampa","say just name tampa somebody",0
"fyi I'm at usf now, swing by the room whenever",", swing whenever room usf fyi",0
"We are okay. Going to sleep now. Later",". . late go sleep okay",0
"Bought one ringtone and now getting texts costing 3 pound offering more tones etc","3 get buy text tone etc pound ringtone",1
"Friendly reminder- don't forget to confirm your SAM update from the other day!�http://rghst.rocks/ GBs630y","� forget ! - confirm day update reminder sam",1
"Okay... We wait ah","... wait ah okay",0
"Oops I did have it,  &lt;#&gt; ?","? , & & ; ; lt # gt oops",0
"He dint tell anything. He is angry on me that why you told to abi.",". . tell tell anything why angry abi dint",0
"Sun ah... Thk mayb can if dun have anythin on... Thk have to book e lesson... E pilates is at orchard mrt u noe hor...","u thk thk ... ... ... ... e e dun noe mayb orchard ah mrt book lesson sun",0
"I'm good. Have you registered to vote?","? . good register vote",0
"Back 2 work 2morro half term over! Can U C me 2nite 4 some sexy passion B4 I have 2 go back? Chat NOW 09099726481 Luv DENA Calls £1/minMobsmoreLKPOBOX177HP51FL","? 1 2 2 4 u back back go ! / £ term half work 2nite sexy luv c chat b4 calls",1
"Dear Customer Your order of 42.84 Euro has been approved if you didnt purchased anything or it you believe an unauthorized person has accessed your account, please access the link below http:/95.141.32.7:81/orders.aspx",", please order anything person access access customer believe dear account http :/ link purchase",1
"We made it! Eta at taunton is 12:30 as planned, hope that‘s still okday?! Good to see you! :-xx","? , hope still good 's ! ! ! : - make plan that xx taunton",0
"Update_Now - 12Mths Half Price Orange line rental: 400mins...Call MobileUpd8 on 08000839402 or call2optout=J5Q","... call : orange - half line price rental = mobileupd8 08000839402 call2optout",1
"Yes. Rent is very expensive so its the way we save.",". . yes save way rent expensive",0
"Dont give a monkeys wot they think and i certainly don't mind. Any friend of mine&all that! Just don't sleep wiv , that wud be annoyin!",". , ! ! mind friend just sleep think & give wot mine wiv wud",0
"I'm not sure, I was just checking out what was happening around the area",", just check sure happen around area",0
"You might want to pull out more just in case and just plan on not spending it if you can, I don't have much confidence in derek and taylor's money management",", 's just just may derek plan money pull case confidence",0
"How do friends help us in problems? They give the most stupid suggestion that Lands us into another problem and helps us forgt the previous problem","? another friend help help give problem problem problem land stupid",0
"And very importantly, all we discuss is between u and i only.",". u , discuss",0
"A famous quote : when you develop the ability to listen to 'anything' unconditionally without losing your temper or self confidence, it means you are ......... 'MARRIED'",", anything : mean ' ' ' ' lose listen quote confidence self",0
"Urgent UR awarded a complimentary trip to EuroDisinc Trav, Aco&Entry41 Or £1000. To claim txt DIS to 87121 18+6*£1.50(moreFrmMob. ShrAcomOrSglSuplt)10, LS1 3AJ",". . 6 , , ur + ( ) award £ £ txt 10 * claim & urgent 1000 18 1.50 dis 87121 trip complimentary",1
